Title_name,Title_User,Title_Review,Title_Date,Title_Stars,Title_Hepful,
Lot Of Fun,dickinsonjason-34081,Hard to Believe That This Year Will Mark 19 Years Since This Movie Was Released yes It Has Aged Quite A Bit And It Doesn't hold up very well But Most Of All It's a Lot Of Fun,14 June 2020,10,0,
"A little rough around the edges, but in the long run you won't mind",squirrel_burst,"""Harry Potter and the Philosopher's Stone"" (Or Sorcerer's stone depending on your region) introduces a complicated world filled with a lot of ideas and characters. It isn't perfect and it's obvious that as the first instalment, it was unclear to the director and screenwriter as to what would work and what wouldn't. Sometimes it follows the novel too closely with some characters and ideas that overall could have been left out (the ghosts for example, do not play an important part in this first story) and at times it's awkward to have us bounce quickly in-between all of the classes the students attend. However, it does a good job of introducing us to this world, it has a lot of really memorable moments, a great cast and there's a lot of imagination here (some from the movie, some from the original book). I wouldn't say that my love for the Harry Potter series, both the films and the books influence me when I say that this is a good movie. It's a humble beginning to a series of films that's sure to become essential viewing and a lot of people's favourite for years to come. (Theatrical version on the big screen, August 17, 2012)",24 November 2014,7,0,
Epic film,stormhawk2021,"Ah, the first film adaptation of the beloved Harry Potter series. Harry Potter is an 11-year-old boy who comes to find out that he is a wizard. He lives with his uncaring Muggle (non magic) aunt, uncle, and cousin since his parents died when he was a baby. They were murdered by a dark and powerful evil wizard named Lord Voldemort. Harry would be dead too, but was miraculously saved, making him something of a legend. Upon learning of his guarded magic roots, Harry gets enrolled in Hogwarts- a British school for witches and wizards. While there he learns to come into his own, meet people that are actually good to him, and learn more of his dark past. Looking back, I don't know if it was a good idea to have Chris Columbus direct this, as he does have a reputation for being something of a hack, albeit a decent one. I think his direction is okay here. Yeah, retrospectively it could have been better, but it could also have been much worse. At least with him at the helm we get a good amount of whimsy to go along with a bit of menace, and that's a good thing, as the book was likewise not too heavy on the darker stuff (though that sure changed as time went on). Many liberties are taken, which is weird since the book is quite short, and the film is two and a half hours. It does get the point across decently enough though, and also works as a piece for those unfamiliar with the source material. John Williams provides great music, there's wonderful art direction and set design, and there's some nifty set pieces too. Featuring an all-British cast, this film is impeccably cast, and the performances are good too. Finding decent child actors is hard, but they really scored here. My enjoyment of this movie has waned over time, but it's still not a terrible piece of work by any means, so check it out.",25-May-17,8,,
"Full of Sound and Fury, Signifying Nothing",bababear,"Cut about an hour out of the middle of HARRY POTTER and you'll have a pretty decent little movie. As is, it's a bloated mess. There's no heart to this, no characterizations. It's just a product reel for all the special effects companies that worked on it.
Seeing actors of the caliber of Alan Rickman and Robbie Coltrane and Maggie Smith wading through this, I wondered what went through their minds while they were performing. They have to eat and pay bills like the rest of us, but the last time I felt so sorry for actors was watching Dudley Moore in SANTA CLAUS.
There's no need for viewers to feel any emotional reaction. The goshawful musical score by John Williams telegraphs everything to us and makes sleeping during the dull parts nearly impossible.
This made a bundle opening weekend and the studio has started work on the sequel. I wonder if business will hold at the same rate as the opening. It's playing on three screens at our local theatre and we didn't have to wait at all for tickets to the 7 pm show tonight (Saturday) and there were plenty of seats empty.",24 November 2001,1,,
Well done... Kudos!,The_Core,"I'm one of the ""holdouts"" who hasn't read the books (I like Ursula K. Leguin's ""Earthsea"" series, so I figure I'd enjoy this story, although it's somewhat derivative of ""A Wizard of Earthsea""). Anyway, I kept wishing I was 10 years old when I saw this, because I would have enjoyed it more. Still, the film was undeniably magical, the CGI/Special effects weren't overdone (or were seamless enough to blend in), and the acting was excellent.
Agreed with other reviewers that the film never ""soars"" and never fully achieves what it could, but attribute this to squeezing so much plot into the film's running time. If this movie is as faithful to the book as I understand, then it's a rarity -- ""Shawshank Redemption"" and ""The Green Mile"" are two others that manage to be faithful to the book, yet in the former case somehow outdoes the book (may be the first and only time).
Anyway, I'm rambling. This film was magical & entertaining, especially for kids. I think it suffers only from the fact that expectations were set too high due to hype, and the unbelievable popularity of the books. You just can't expect a film to live up to the potential of the book, especially if the book is tremendously good -- it's patently unfair to judge a film based on that criteria. 9/10.",1 December 2001,9,,
"A fine, refreshing fantasy tale.",galileo3,"Harry Potter and the Philosopher's Stone (2001)
7.5/10
JK Rowling, who has amassed a fortune in excess of a billion dollars, begun with an idea that strolled into her head one day as she was travelling on the train.
This film (and the book) displays the unlimited potential of the human mind. Fantasy, Adventure, Magic. All are present in this film that is destined to become a children's classic. And it should.
Harry Potter 1 is a distillation of all the fine elements from the book and brought to the screen in impressive detail. This film is more for children than for adults (this is my opinion for all the series, then again adults probably like it more than children so it doesn't matter.)
This is enjoyable, fun and often comical cinema. As far as it could be from real life.
""Spellbinding, fun and endlessly watchable""
***/****",22 August 2007,7,,
It's here and it's entertaining especially if you're under 15. 4 Flys Out Of Five,Steve-176,,2 December 2001,0,,
a great beginning to an epic series,The_Amazing_Spy_Rises,"'Harry Potter and the Sorcerer's Stone' is a film that is not only a great beginning to the HP series, but it stands up well as a family mystery film, with a few light hearted moments here and there. Add in an almost dead on adaptation of the phenomenal novel, 3 nice showings from the young kids, and an excellent supporting cast, 'Sorcerer's Stone' is a winner.
Harry Potter (Daniel Radcliffe) has always been shunned aside his whole life. His parents died in a car crash at the tender age of 1, and he's been very reluctantly raised by his aunt and uncle, Petunia (Fiona Shaw) and Vernon (Richard Griffiths). Add in their bratty son Dudley (Harry Melling), and you've got one bad childhood for young Harry. Then, one night, after days of mysterious letters from a place called Hogwarts, a giant of a man named Rubeus Hagrid (Robbie Coltrane) tells Harry that he's a wizard! However, Harry does learn some disturbing news along with this great news. His parents were not killed in a car crash, but murdered, by the most evil wizard in the world, Lord Voldemort, who then failed in his attempt to kill Harry, then fled, his powers mysteriously broken....Harry then comes to Hogwarts, the school for wizards, makes 2 friends, Ron Weasley (Rupert Grint), and later Hermione Granger (Emma Watson). He also makes his fair share of enemies, including Draco Malfoy (Tom Felton), while meeting the mysterious staff and leaders of Hogwarts, including the fatherly Albus Dumbledore (Richard Harris), his housemaster Minerva McGonagall (Maggie Smith), the oft-frightened Professor Quirrell (Ian Hart), and the dark and mysterious Severus Snape (Alan Rickman). Welcome to Harry's first year at Hogwarts!
The film gets strong supporting performances from the adults, especially the four I just mentioned. Ian Hart gives a great performance as the always scared, extremely apprehensive Quirrell, while keeping a mysterious aura about him. Rickman is once again excellent as the most mysterious character in the entire series. Harris and Smith add the two parental figures that Harry's lacked his whole life, guiding him and disciplining him together.
As this is a children's film, the fact that it stays entertaining and will keep adults interested makes it even better. It's a great film for the whole family to enjoy, with some funny moments from Rupert Grint and Richard Harris towards the end. The young children give off great performances for 10 and 11 year olds, and it's definitely a good sign for the future of the series. The direction is good from Chris Columbus, keeping it easy to follow for the kids. There are some scary moments, so I'd say kids under 8 years old could be frightened a bit. This is the only one of the Potter's that is well written, so enjoy it now. John Williams also gives a great score and a landmark theme that you'll have stuck in your head for a while. 'Harry Potter and the Sorcerer's Stone' is a real winner for the whole family. Have fun!! 8/10 --spy",30-May-06,8,,
excellent special effects,SMLA11,"This movie has to have one of the best special effects I have ever seen. The only problem is the movie isn't so great. I don't like the book, so obviously I don't like the movie that much. The acting was very good, and the direction was excellent. the special effects are perfect. Especially the quiditch game and the three headed dog.
Overall the movie isn't that great but the special effects makes up for it. Rating 7 out of 10.",3 June 2002,7,0,
Magical beginning to a magical franchise!!!,illbebackreviews,,30 December 2011,8,,
The Letter Owl,mirosuionitsaki2,,22 July 2007,8,,
"Faithful to the book, but missing something",basrutten,"For a book adaptation, ""Harry Potter and the Socerer's/Philosopher's stone"" is a fairly good effort. It remains as faithful to the book as possible, and leaves out very little in term of story. Unfortunately, it DOES leave out most of the humour of the book (which was to be expected, you simply can't put all those funny descriptions in the movie), but it sadly doesn't replace them with much else.
I agree with many people that the main problem with this movie is the direction. We all know and love the story, the acting is generally good, the special effects are adequate (some shots are really fake!) etc , but it all feels so very dry, the director didn't really add his own touch to the movie, like really good directors like Tim Burton or Steven Spielberg would do. Most of the famous actors are severely underused, too.
Most of this of course doesn't really matter as kids will still love this movie, but as it is, ""Harry Potter"" is more like a ""painting by numbers""- exercise, while in the right hands it could have been a Picasso.",30 July 2002,6,,
The first Potter film is a spectacle worth seeing.,MovieGuy109,"I have watched Harry Potter and its stars grow from adolescence to adulthood. This is the beginning of the journey. And I would say that Potter got off to a good start. The Sorcerer's Stone is full of neat visuals and charming characters. Though I have never read the novel, I can tell from this adaptation that it is a pleasant read. The young actors are also excellent here, unlike most child actors who rely solely on their age in order to give them the passing grade. It is a fun, yet flawed adventure bound to please young and old alike with its magical charms and a keen sense of adventure, wonder, mystery, and of course magic.",23 July 2011,8,0,
Great children's fantasy,mistoppi,"Chris Columbus has mostly directed movies for the whole family. His imprint is clear. The first Harry Potter movie is clearly a very childlike fantasy. It's mostly aimed for children, and no one's trying to hide it. Sure, people of all ages can watch it, and the book isn't just meant for kids, but the movie is just so clearly meant for children, which can make it slightly annoying. But it's fascinating to see how that changes when the series goes on. The movies change a lot considering their target audience was growing up the whole time, and they eventually look like a dark young adult fantasy instead of this colourful fantasy for children..
This first movie adaptation annoys me so much. They've followed the book closely, some lines are straight from the book. Yet so much is missing. So many important details are gone. Of course not everything can make it to the film but still it bothers many viewers who have read the books. Also even if the movie is long it seems to happen so fast.
It's an entertaining movie but after so any years they lose some of their magic. It's sad, of course, but it's mostly the fault of the audience (in this case, me) and not the movies.",15 October 2016,6,,
Not as good as the book.,Bruce722,,26-May-12,7,,
"Great adaption of the book, apart from some horrible acting performances it really holds up.",dobbin-4,"Now, there was an extremely high amount of hype about the Harry Potter movies when they announced they were going to make it in to a movie and Fans all around the world were hoping that unlike most screen adapted books that they would keep the magic of the book inside. Now, when I saw it, I was more relieved then anything, I went in expecting the worst out of it and it was only really watching it on DVD for the first time that I realized that it really was a great movie and apart from a horrible habit of overacting on Hermoines (Forgive Speeling)part it was held together excellently. Another thing, Daniel Radcliffe did one of the best child actors performances ever as he was Harry Potter, he was not the actor playing Harry Potter but he was actually Harry Potter. I also think the actor playing Ron (Ruprint Grint) is an excellent addition to the class and does well as Harry's sidekick during the film. I think all fans of the Harry Potter books will love this film and the many sequels that followed and even though the acting skills of Hermoine had not yet developed, they got there. I rate this film 73%. GO HARRY POTTER.",29 February 2008,7,0,
Never should have been met,trokanmariel-17760,"Got to do, by the right-wing establishment, and got to a do, by the presents of Xmas; I offer this rhyme to the Master of the Universe, Mason Dertry, for JK Rowling's and Chris Columbus's history of never after",24 December 2020,10,0,
Just right!,wnterstar,,6 April 2006,9,,
"Enjoyable, but hardly brilliant.",Aidan McGuinness,"I came to the film without having read the books. I had heard the movie followed slavishly to the novel but I reckoned if the movie was good enough, that shouldn't matter. So did the film feel like the adaption of a novel? Yes, very much so. It's obvious director Chris Columbus was scared of doing anything too radical with the material and so the movie tends to get bogged down at times. Certain elements in books do not translate well to movies unless done with a bit of flair - Columbus doesn't do this and so there is a certain weakness to the movie's structure. The acting isn't outstanding either among the kids. Daniel Radcliffe left as much of an impression on me as a battering with a soft feather would. It's not like he's from the dreadful Jake ""Phantom Menace"" Lloyd school of acting but he's entirely unremarkable all the same. Very forgettable performance. Rupert Grint (Ron) and Emma Watson (Hermione) are similarly perfunctionary and nothing more. The best performance is probably shared by Alan Rickman (Severus Snape) and Robbie Coltrane (Hagrid) who really come across exactly what I would imagine from a kids book. The directing is perfectly competent and some of the action scenes are handled well - the quidditch match stands out most of all. Obviously Columbus was constrained by the material at hand and the target audience - I was hardly expecting to see Darren Aronofsky split-screen images of Hermione and Harry talking... The whole thing ends up like a well-done but by-the-numbers piece. No innovation here, no gambles. It was made to be as inoffensive as possible while trying to please as many. It's too long and could do with some pruning but in the end you're still left with an enjoyable movie. Just not a particularly brilliant one. 6.5/10",17 December 2001,6,,
J.K. Rowling's best selling novels have cinematically come to life.,Old Joe,,16 January 2003,0,,
Interesting,robyn-710-767167,,28 June 2011,8,,
Okay,skrstenansky,"While me, not growing up being a fan of Harry Potter, I do not find these movie anything special or so good. It was pretty boring some of the time, and was too long. It was still a decent movie though, a fine story. A good kids movie to watch. This is an okay movie 6/10.",8 October 2021,6,1,
A Delightful Story,willrams,"Yes, indeed, this is a delightful story and the images for kids of all ages to see. I wouldn't recommend it for very young kids, though, some scenes are too violent or scary. Haven't read any of the books, but I'm keeping abreast of the movies, and looking forward to the next phase for Harry Potter. The young man who portrays Harry Potter is a good actor and very engaging. His facial expressions are so natural with each emotion. Story and music are also beautiful!",26 November 2002,8,0,
A daily comment from Midget Emma: Harry Potter and the Philosophers Stone (2001),Thats_some_scary_stuff_Reviews,"A very weak adaption of a great book. The visual effects were great. But the acting and execution was very weak. Luckily we get music from John Williams.
The book was a great story that has you struggling to put it down. It was suspenseful and nicely paced. A good read. But when it comes to the movie all of that seems to just disappear. It was not suspenseful and way too quick. I saw the movie before i read the book and the book was way better.
The visual effects were very good. It had better effects than some movies today(i am talking to you people behind the visual effects in I am legend).
The acting was terrible. The adult actors were good. Such as Alan Rickman,Robbie Coltrane,Richard Harris and Maggie Smith. But the child actors were terrible. I know your not suppose to expect much from 11 year old kids but when you have to spend two and a half hours with it the viewing of a movie becomes a bit sour.
The things that were intense in the book are weak and uninteresting in the movie. A real treat in this movie is the music. From the great John Williams. My favourite movie music man.
I recommend this if you have read the book but don't expect much. Luckily the sequels offer a lot more.
4/10",29 August 2008,4,,
Wonderful start to an iconic film seires,coasterdude44,"Harry Potter and the Sorcerer's Stone is a very well done adaptation of the book and is a magical start to the story of Harry and Hogwarts that will span over 10 years and 8 films. The movie introduced a number of new child actors which would go on to become famous and beloved worldwide as they grew into adulthood.
Chris Columbus's style of direction captured the magic and wonder of the wizarding world that J.K. Rowling created and the innocence and likeability of our main characters. Daniel Radcliffe, Rupert Grint and Emma Watson were all perfectly casted for their roles. Their acting was pretty shaky in the first film but all did a great job for their first performances as they would vastly improve and mature as the films went on.
It's a hefty introduction to the world of Harry Potter with also a memorable score that captures the atmosphere of J.K. Rowlings world very well. The film does a good job with taking all the most important plot elements from the original book and creating a very interesting and wondorous movie with so many memorable scenes. It's not the greatest Harry Potter movie, but it's a magical introduction to the world and is one that you'll find yourself watching every now and then and still being entertained and feeling that signature magical atmosphere that Harry Potter captures so well",2 December 2019,7,,
Workmanlike adaptation,wildlife-ptech,"Rating 7/10
This is a solid workmanlike adaptation. The young cast is sincere while the huge supporting cast are good. It's almost too bookish a copy and needs more magic. The climax works well specially a tense game of chess. Kids will love it.",12 October 2019,7,0,
Great introduction to the franchise,elliotpower2000,,7 July 2021,8,,
Magical Introduction to the world of Harry Potter,csm-78119,"Daniel Radcliffe makes a superb debut as the young Wizard, ably supported by Emma Watson, Rupert Grint and a host of legendary British actors. Robbie Coltrane makes for a memorable Hagrid with Maggie Smith and Alan Rickman also on fine form. The films real triumph however is bringing to life with great gusto and in intricate detail the rich fantasy world created by the magnificent imagination of J K Rowling. The soundtrack has become as memorable as the bond theme. A triumph all round.",5 December 2021,8,0,
Big budget soso movie,aramo1,"Based on R2 DVD 146 min.
While there is nothing wrong with Harry Potter I and while it will no doubt delight many preteens it is all wrapper and no present. I read the first chapter of the book upon which the movie is based to my nephew a few months back and based on that alone expected greater things from the movie.
Wonderful special effects, good child actors but hollow compared to Lord of the Rings, Princess Bride or even Dungeons and Dragons.
6/10 worth watching, the younger the better.",20 July 2002,6,0,
Great British children's fantasy,BadWebDiver,,15 March 2002,9,,
"Good, but Lord of the Rings is so much better!",Shannon-32,,27 June 2002,0,0,
A Timeless Classic That Has Become Movie History,XhoXhuXhamen,"Thank God this film (and the series) was made by a British production company and not by the idiots who run Hollyweird! I don't feel any compulsion towards reviewing this film because it is celluloid perfection in every imaginable aspect. The cast was perfect, the sets were perfect, and the dialog was perfect. If you disagree then read the book and continue on with being a purist. I won't care!",1 December 2019,10,1,
Okay,haterofcrap,"All those Harry Potter movies were just okay. The books were funny enough, and all the movie adaptations were decent and satisfying. I'm not a big fan of those book, but I liked them. Daniel Radcliffe was a very good choice as Harry Potter, he is very handsome and talented. The performances, the script and the special effects were good enough, not as good as better films as ""Avatar"" and ""Watchmen"", but were good. My only problem with all the Harry Potter films is that all of those movies are pretty long. Since those book and movies are aimed to children they should be shorter, I guess. All the Harry Potter films are good, but I still prefer ""Avatar"", because ""Avatar"" has aliens, and I love aliens.",12 September 2010,7,0,
"Great in some ways, messy in others",guskeller,"Harry Potter and The Sorcerer's Stone is great in some ways and messy in others. On the positive, it creates an ambitious, fantastical world. The settings, wardrobes, and props all carry ample weight in producing a magical atmosphere. Meanwhile, the iconic music sets an adventurous and mystical tone. Lastly, the casting is excellent. Most of the adults are extremely talented (namely Alan Rickman) and the children, despite their novice here, all became quite respected in their own rights. Together, this establishes a foundation for the franchise to build on.
On the other hand, The Sorcerer's Stone's most glaring flaw is its inconsistent acting. The children are decent for their age, but that is faint praise. Plus, they are center stage so their shortcomings are more noticeable. Next, the writing is cliché. Because the emotional beats are rushed, the plot corniness stands out and rings slightly hollow. Finally, while the special effects are elaborate and occasionally strong, there is plenty of CGI that aged poorly. Unfortunately, this holds that aspect back from being an outright strength. In the end, The Sorcerer's Stone is a very competent film that falls a bit short of its lofty notoriety.
Writing: 6/10 Direction: 6/10 Cinematography: 7/10 Acting: 5/10 Editing: 6/10 Sound: 7/10 Score/Soundtrack: 9/10 Production Design: 9/10 Casting: 8/10 Effects: 7/10
Overall Score: 7.0/10.",11 November 2021,7,,
first year of our magical adventure,KoolCatReviews,While I look back on this first entry into the Harry Potter series fondly it is not with out a few problems with adaption from the books. Our trio of main actors are very young and as a result we get plently of chessey acting. Looking back however it is great too see the beginning roots of the characters that we get very attached too through out the series. We get too see them grow as actors. A great cast was put together that stayed more or less the same through out the whole franchise. The effects in the movie are handled well for its time despite Harry not actually using any magic. Even though there are better movies in the series I will always look forward to watching this entry.,14 April 2020,7,3,
Great Film. Aged Well.,RhapsodyReviews,"Review: 'Harry Potter and the Philosopher's Stone' is a fantasy film directed by Chris Columbus. It is based on the novel of the same name by J. K. Rowling and is the film is the first instalment of the Harry Potter film series. This movie is so well done, and to me seems like it was ahead of its time. Harry Potter (Daniel Radcliffe) has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster (Richard Harris), Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame. I would say that the casting of the film is perfect. The kids, Daniel Radcliffe, Rupert Grint, Emma Watson, Tom Felon just to name a few are fantastic. They steal your heart and every scene they are in. Also, the other cast like Richard Harris, Maggie Smith, Alan Rickman and Robbie Coltrane make their characters likable. Sometimes the visuals are better than others, but it was good for being made in 2001. The film has a big runtime, but the script is so tight it feels like it blows by. Overall, anyone who loves fantasy films and worlds with great visuals, this film is for you. I go back to this movie all the time, and I highly recommend it. 4.5/5",7 November 2019,9,,
"Fine Effort, Mostly Pays Off",skallisjr,,13 December 2008,10,,
~*-The Magical Journey Begins-*~,aura772,,2 January 2007,10,,
The maiden voyage of an incredible adventure,calspers,"In 2001, Harry Potter and the Sorcerer's Stone (2001), directed by Chris Columbus, introduced millions of children to the world of magic.
As a disclaimer, I am not a direct fan of the fantasy genre, and have not read J.K Rowling's revered books. However, as a film (and later, film franchise), Harry Potter is brought alive in a wonderful manner.
Daniel Radcliffe is completely wonderful as the introvert hero, and when he smiles, all the cruelty of the universe is dimmed. Rupert Grimp and Emma Watson are equally wonderful portraying their characters to near-perfection as the quirky and over-achiever, respectively. Most importantly, the bond of friendship between them is magical.
Aside, giant performances, particularly by Richard Harris, Alan Rickman and Academy Award winner Maggie Smith, contributes to the spectacle, along with immersive production design and impressive direction by Chris Columbus.
For those of you, who have not yet seen it: let the magic begin!",26 March 2020,7,,
The start of a great series,patrick_dunne,"Harry Potter and the Sorcerer's Stone is the start of the Harry Potter movie series- which is an excellent series, by the way! This one starts Daniel Radcliffe as Harry Potter, a young orphan boy, living with his grandparents. He discovers that he is a wizard, and is being sent to Hogwarts: School of Witchcraft and Wizardry. His grandparents are reluctant to send him, but luckily, Hagrid comes and takes Harry to his new school. Unfourtunatley, Voldemort (He-Who-Must-Not-Be-Named) the man who killed Harry's parents is lurking about the school, searching for Harry.
Harry Potter and the Sorcerer's Stone makes a solid fantasy movie, but it seems to have a few clichés. And, it seems to be pretty simple and undeserving of a higher, for an odd reason, I cannot think of at the moment. I guess it just seems to un-imaginative. Magic and fantasy creatures don't immediately make a movie look imaginative.
Harry Potter is the start of a fantastic series, but easily the 'lightest.' The other ones are a lot darker, which is why I like them better.
7/10 (recommended)
Feel free to send me a Private Message regarding this comment.",28 December 2005,7,,
Not as good as the novel,lia00027,"I'm a bit disappointed with this film, even I'm exciting because Harry Potter is made in film. Sometime part in the novel is not in the film, end the ending was so simple (not like in the novel). But the film is good enough to see. And they choose right persons to act in this film. They all good to play their character and must be proud, because they choose right film too to start they're new step to be a little super star (for all who play Harry, Ron, Hermione, and Draco).
And it seems that Draco's name is taken from Count Dracula's name.",1 July 2003,7,0,
"Mystical, Magical and Magnificent.",TuckMN,"A near perfect film.
With a run-time of 2 hours and 32 minutes this is an incredible piece of filmmaking.
Though it is sometimes slow it is never ponderous but instead glorious. It moves magnificently across the screen like an unstoppable force.
It is never easy to make a film where children act the lead roles but Director Christopher Columbus achieves it with elegance and style.
The characters of Hermione, Ron and, of course, Harry, were all brilliantly cast, as was the entire rest of the film -- especially Alan Rickman as Professor Severus Snape. Wonderful faces and true characters just from the look of the actors.
No amount of screen time or set element is too small; the attention to detail is superb and the overall feel' of the film evokes the magic and sense of awe and wonder that it should.
It is magnificently photographed. The scenes at Alnwick Castle in Northumberland, in the U.K. could not have been a better location -- it is truly wondrous.
The score by the master of film music, John Williams, is haunting and plaintive when it should be and stirring, robust and inspiring when the scene calls for it.
The special effects are genius: worked into the story and adding to it but never detracting from it. This is after all a story about magic!
The lighting was inspired: the perfect interplay of light and shadow leaving just the right touch to the imagination; and in one scene when a character says It all became blackness' the screen flashes to white.
This is a film as much for adults as it is for children: there are some scary parts and some ironic humour and some clever word play.
All in all Harry Potter and the Sorcerer's Stone is going to be one of the classics of filmmaking; I can't wait for the sequel.",28 November 2001,9,,
Awfuly silly and dull,headly66,,19 July 2009,4,,
9 on a scale of 10,len-21,"I went into this movie somewhat concerned about whether the subject matter would be offensive to me or anyone else who took religion seriously. I am quite aware that in western culture we tend to overlook many issues that conflict with historical (and conservative) religious viewpoints. Halloween would be a great example.
However, as I watched this movie I realized that considering the absence of any direct references to God or to the Devil, everything else was pretty much fair game. Furthermore, I had to ask myself why would this movie be offensive and yet evil, non human entities such as the Klingons or the Borg aren't. And, I couldn't come up with an answer. So, I look at it as a modern day fantasy (which it is) set in London that isn't all that much different than a futuristic science fiction movie about the struggle between good and evil.
Once I was over that issue, I could examine the movie on its merits. I had no idea how long it was until someone told me the time after the movie. I thought it was probably 2 hours, but I was surprised to hear it was over 2 1/2 hours. That clearly is a positive because it meant I wasn't bored.
The movie is extremely well crafted and the special effects are first rate. I was reminded of so many other movies as I watched it from Superman to the Wizard of Oz. But, it was about as unique a movie as you could ever hope to see. Having not read the book (a ridiculous waste of time when I can get it all for just a 2 1/2 hour investment), I had no idea how fantastic was/is the imagination of JK Rowling. How anyone could create an entire world such as this is remarkable - to say the least. Really, the Einstein of imagination.
One other thing. I noticed that the best two women groups in IMDB were under 18 years old and over 45 years old. And, the best men group is over 45 years old. That also is remarkable. It says that a story about a young boy in a fantasy world is liked as much or more by geezers such as myself. And, when you add the fact that ALL kids want to see it, you have the makings of a mega hit - perhaps the biggest of all time.",18 December 2001,9,,
Magic come true,sini-200,"I really love this movie. There is something very magical about it, and gives me such nostalgic feelings seeing it as a child (and reading the books too) and I really think they succeeded with the movie adaption from the book.",22 January 2018,10,1,
great movie,kuangzao,"To bring the Harry Potter books to life is no easy feat, and but this movie does it brilliantly. I realize a few things were left out of the movie but that is understandable. To think they did this great of a job with child actors, too. It's very easy to fall in love with this movie.",1 April 2020,9,0,
"If you didn't read the book, you will still like it",ab-2,"I didn't even read the book(s) and I still really liked this movie. The movie is about a young wizard named Harry Potter (Daniel Radcliffe). He is then enrolled in a school called Hogwarts, if I remember. He then befriends two other fellow students, Ron (Rupert Grint) and Hermione (Emma Watson). Then Harry learns about this magical stone called the Sorcerer's Stone and the three of them go out to search for it. I thought the movie was quite good. The special effects were pretty good. Acting well, it was good but was not bad. The only real problem I had with the movie was understanding the character names and remembering their names and who they were. Other than that it is a great film. I no doubt recommend this movie to all.
9/10",2 December 2001,5,0,
Entertaining and a good movie to boot.,ryangilmer007,"Harry Potter and the Philosopher's Stone (or Sorcerer's Stone) entertains and remains with the audience after the mere ""pop-corn experience"". Basically the movie is a very pleasing delight and it is magnified more so by the lack of quality movies in the summer (and early fall) of 2001. This (perhaps), along with the huge following of the books, led to its huge opening and then rather precipitous collapse at the box office.
Coming into the movie with no pretenses (i.e. 1:Not comparing it to The Phantom Menace (with is a good movie, but has flaws) or any other movie. 2: Not expecting Titanic-like box office numbers (Titanic was based off of a true event that entrals us, Potter is just great fantasy) 3:Not expecting anything specific out-of-it as I did not read the book beforehand and did not research into the characters before viewing)
I was very pleased. The casting is very good, with Hagrid and some of the older/wiser wizards topping the charts. I was a tad surprised that some name actors (or at least known actors had very small roles: Warwick Davis and Cleese to name a couple), and I for the most part like the use of special effects to enhance the story rather than override it (like most of the 2001 summer movies did).
The movie though is not perfect.
1-Some special effects shots are mind blowing (i.e. the candles at the dinner hall), but others are rediculously fake looking (mainly when kids are swinging wildly from trolls or brooms).
2-Some of the cuts just dont make sense. (i.e. when some of the kids get in trouble for having tea with Hagrid, Why do they get in trouble for being with Hagrid, his property is not off of school grounds? There is no basis for it).
Afterwards, I read the book and for the most part the movie is very faithful, yet-->
The movie also looses some of its magic in the last half, when it cuts out parts to quicken the story. More on the dragon would have been great, the other 2 challenges would have been good, and even only a few more minutes to clarify the current challenges would be better. Also, some of the differences seem to be made just for the sake of change, (i.e the movie and the book have some of the same punishments and rewards, but the points are changed).
However, the movie still entertains. The qualms are really just minor issues, but they do keep the first of 7 Harry Potter movies from being truely great. Instead its just really good and that ""ain't"" half bad.",28 December 2001,8,,
I don't get it,andrew-hill515,A book and movie series about children talking in pig Latin to magic sticks. I'm not really sure why the books/movies were so popular.,8 October 2019,4,0,
Excellent Movie!,BreanneB,,14 February 2006,10,,
a very pleasant surprise,MichaelM24,,19 June 2002,0,,
Happy Potter and the Sorcerers stone- no magic for me,Ibuk,"I am probably one in a minority when I say that I do not like Harry Potter. I thought it was overlong and a tad bit boring, it was however funny in places. I also liked the quote at the end where Harry says ""I am not going home not really"". Harry Potter was released alongside Lord of the Ring, I saw both I preferred LOTR. I don't however hate all of the Harry Potter films, I thought the Prisoner of Azkaban was good and so was the Goblet of fire.
This is a movie aimed at kids. They will be blown away by the magic and the action. I think I would have had a different view if I saw it when I was a child. Like for instance Star Wars is heavily criticized these days but I saw it as a child and I was blown away, for me it is a bit of nostalgia. Harry Potter provided no magic for me.",9 November 2007,6,0,
A fun movie for everyone,staisil2,,20 February 2003,0,0,
The beginning of the story of the boy who survived.,kelvinselimor,Harry Potter and the Philosopher's Stone. The beginning of the story of the boy who survived. This is the most magical and interesting film. The actors fit perfectly into their characters. And the music is just great!,9 February 2021,10,0,
outstanding movie of all time.,yasir619,"Harry potter is one of the most outstanding movie of all time.man i just ca not express my feelings that how much i love HR.when i watch it for thr first time in 2016 i just totally amazed wuth this kind of movie and and i totally obsessed with it every time.what a story,characters,settings and especially daniel radcliff's acting.what a amazing movie this is.navie and innocent acting of daniel radclifff's makes me humble every time.each characters each and every character is lovable.what a movie is this.
every time i see this movie i get an incredible vibes.HR is best movie of all time.magical,friendships,sympathy,honesty i just can not define it.this movie just not a movie for me it makes a lot of sense in my life and i am totally obsessed with it.",16 December 2018,10,1,
